,date_sold,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1743,3/16/2015,541100,4,2.25,2510,9800,2.0,0,0,3,9,2510,0,1978,0,98072,47.753,-122.145,2440,11000
1744,1/5/2015,729000,4,2.5,2660,5608,2.0,0,0,3,9,2660,0,2003,0,98029,47.5449,-121.995,3010,5608
1745,11/4/2014,397000,3,2.0,1710,134489,1.0,0,2,5,7,1710,0,1952,0,98022,47.2207,-121.984,1700,63823
1746,5/15/2014,451555,2,1.0,1320,4520,1.0,0,1,3,6,1320,0,1912,1971,98116,47.5655,-122.39399999999999,1420,4560
1747,6/30/2014,300000,2,1.0,960,8153,1.0,0,0,3,6,960,0,1947,0,98155,47.7341,-122.3,1160,8199
1748,4/7/2015,416000,3,2.5,1790,11542,1.0,0,0,5,7,1190,600,1969,0,98059,47.5124,-122.16,1790,9131
1749,10/21/2014,490000,2,1.0,950,3060,1.0,0,0,3,6,810,140,1925,0,98105,47.6698,-122.323,1510,3780
1750,1/29/2015,480000,6,3.75,2940,5054,2.0,0,0,3,7,2940,0,1942,2003,98146,47.5122,-122.385,1530,5320
1751,2/3/2015,368000,2,2.0,930,1662,1.0,0,0,3,7,670,260,2002,0,98199,47.6518,-122.4,1780,2343
1752,9/18/2014,1040000,3,2.5,4570,10615,2.0,0,0,3,12,4570,0,1991,0,98027,47.5533,-122.09700000000001,3860,11576
1753,1/20/2015,545000,3,2.5,2370,9000,1.0,0,3,4,8,1570,800,1952,0,98146,47.4922,-122.365,2120,9500
1754,3/23/2015,850000,5,2.75,3430,15119,2.0,0,0,3,10,3430,0,1998,0,98075,47.5678,-122.03200000000001,3430,12045
1755,12/4/2014,550000,4,3.5,3540,4750,2.0,0,0,3,10,3540,0,2003,0,98055,47.473,-122.193,3310,5655
1756,2/17/2015,600000,3,2.25,2240,9314,2.0,0,0,3,9,2240,0,1984,0,98074,47.6216,-122.03200000000001,2240,9314
1757,8/27/2014,535000,4,2.5,2710,12138,1.0,0,0,3,8,1700,1010,1968,0,98155,47.7657,-122.29,2390,10052
1758,5/20/2014,599950,3,2.5,2660,4975,2.0,0,0,3,8,2660,0,2014,0,98118,47.5487,-122.272,1840,6653
1759,7/18/2014,531000,5,2.75,2540,5022,1.0,0,0,4,8,1540,1000,1955,0,98108,47.5593,-122.3,2510,5182
1760,6/5/2014,530000,4,2.25,2210,7665,2.0,0,0,4,8,2210,0,1968,0,98006,47.5424,-122.16799999999999,1960,7903
1761,6/25/2014,597326,4,4.0,3570,8250,2.0,0,0,3,10,2860,710,2015,0,98040,47.5784,-122.226,2230,10000
1762,4/29/2015,805000,4,2.5,3450,33460,2.0,0,0,3,9,3450,0,1997,0,98077,47.7673,-122.1,2820,35250
1763,10/27/2014,390000,4,1.75,2330,8364,1.0,0,0,4,8,2330,0,1968,0,98058,47.4568,-122.146,2180,9630
1764,5/19/2014,487250,4,2.0,1690,3250,1.5,0,0,3,7,1550,140,1901,0,98103,47.6637,-122.346,1620,3250
1765,9/9/2014,301000,3,1.5,1030,8414,1.0,0,0,4,7,1030,0,1967,0,98155,47.7654,-122.29700000000001,1750,8414
1766,2/5/2015,1180000,5,2.75,2560,5618,1.5,0,2,3,8,2220,340,1923,0,98109,47.6416,-122.355,2740,4000
1767,9/26/2014,299000,4,2.5,1950,3000,2.0,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000
1768,9/3/2014,2350000,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,98033,47.6878,-122.215,2980,22863
1769,10/14/2014,400000,4,2.5,2350,3904,2.5,0,0,3,7,2350,0,1999,0,98106,47.5305,-122.351,1120,4000
1770,12/1/2014,467500,4,2.5,3160,7210,1.0,0,0,4,7,1880,1280,1969,0,98034,47.7368,-122.18299999999999,2070,7560
1771,2/20/2015,305000,4,2.5,2430,9103,2.0,0,0,3,8,2430,0,1990,0,98023,47.2939,-122.368,2260,8090
1772,5/5/2014,210000,3,1.0,1340,306848,1.0,0,0,3,5,1340,0,1953,0,98019,47.7534,-121.912,1800,128066
1773,4/28/2015,300000,3,1.0,1010,10168,1.0,0,0,3,6,1010,0,1979,0,98014,47.6453,-121.912,1180,10318
1774,9/8/2014,327500,3,2.25,1770,8755,1.0,0,0,3,8,1330,440,1981,0,98058,47.4464,-122.12299999999999,1910,8710
1775,8/5/2014,269000,3,2.0,1210,7136,1.0,0,0,3,7,1210,0,2003,0,98031,47.3996,-122.20299999999999,1210,5765
1776,3/31/2015,975000,4,3.25,3330,17533,1.0,0,2,3,9,1750,1580,1969,0,98033,47.652,-122.2,3340,12798
1777,12/10/2014,355000,3,1.0,1240,5400,1.0,0,0,4,7,1060,180,1940,0,98133,47.7115,-122.355,1429,5400
1778,5/8/2014,712000,3,1.0,1250,4620,1.5,0,0,4,7,1150,100,1900,0,98103,47.651,-122.34100000000001,1900,4400
1779,6/14/2014,883000,4,2.5,2960,41656,2.0,0,0,3,10,2960,0,1985,0,98072,47.7319,-122.132,3900,35104
1780,8/15/2014,190000,2,1.0,840,12252,1.0,0,0,3,6,840,0,1994,0,98010,47.3069,-122.01299999999999,1010,11876
1781,4/6/2015,443000,3,1.75,1530,8028,1.0,0,0,3,7,1200,330,1967,0,98177,47.7768,-122.361,1530,8028
1782,5/9/2014,920000,4,3.0,3750,11025,2.0,0,0,3,10,3750,0,1976,0,98074,47.6367,-122.059,2930,12835
1783,12/22/2014,285000,4,2.25,2150,8250,1.0,0,0,4,7,1240,910,1978,0,98023,47.3045,-122.37799999999999,2050,7875
1784,4/23/2015,901000,4,3.25,1560,4080,1.0,0,0,3,7,1560,0,1916,0,98126,47.5347,-122.38,1370,4080
1785,3/5/2015,552500,3,1.75,2040,5775,1.0,0,0,3,7,1410,630,1958,0,98199,47.6592,-122.39299999999999,1360,4400
1786,3/3/2015,256000,2,1.0,860,5000,1.0,0,0,3,6,860,0,1915,1945,98146,47.5133,-122.35600000000001,1220,5000
1787,5/12/2014,341000,3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1952,0,98155,47.7535,-122.314,1590,7616
1788,3/26/2015,279000,4,2.25,2090,8941,2.0,0,0,3,7,2090,0,1975,0,98058,47.4332,-122.167,1890,7946
1789,7/26/2014,686000,4,2.25,2130,10650,2.0,0,0,4,8,2130,0,1977,0,98006,47.5567,-122.15899999999999,3380,10050
1790,5/23/2014,225000,2,1.0,1300,11867,1.5,0,0,4,6,1300,0,1975,0,98010,47.3221,-121.90299999999999,820,11867
1791,6/27/2014,215500,2,1.75,1220,15600,1.0,0,0,3,6,1220,0,1972,0,98001,47.2853,-122.265,1510,17818
1792,4/14/2015,950000,4,3.0,2420,4800,1.5,0,0,3,7,1520,900,1919,0,98119,47.6453,-122.35799999999999,1090,3800
1793,11/5/2014,503000,4,2.5,2940,156988,2.0,0,2,3,9,1870,1070,1996,0,98014,47.6214,-121.946,2940,71002
1794,1/22/2015,780000,3,2.5,2610,7567,2.0,0,0,3,9,2610,0,1997,0,98052,47.6654,-122.137,2610,8458
1795,2/23/2015,212000,4,2.0,1880,7500,1.0,0,0,5,6,980,900,1946,0,98178,47.495,-122.266,1670,14350
1796,7/29/2014,580000,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,1983,0,98177,47.7066,-122.359,2060,7500
1797,11/11/2014,465000,4,2.5,2200,3141,2.0,0,0,3,7,2060,140,1994,0,98144,47.5726,-122.305,1660,3175
1798,11/19/2014,206000,4,2.0,1720,7560,1.0,0,0,3,7,1720,0,1959,0,98001,47.2845,-122.25,1750,7988
1799,2/23/2015,615000,3,2.5,2250,10171,2.0,0,0,3,9,2250,0,1987,0,98006,47.5613,-122.11,2440,13390
1800,7/19/2014,519000,4,1.0,1640,6305,1.5,0,0,5,6,1640,0,1907,0,98118,47.5563,-122.28,1590,4816
1801,4/23/2015,1140000,4,3.25,4130,11444,2.0,0,0,3,11,4130,0,2001,0,98059,47.5208,-122.15,3720,11431
1802,8/8/2014,330000,5,2.5,2600,3839,2.0,0,0,3,7,2600,0,2005,0,98058,47.4324,-122.145,2180,4800
1803,5/6/2015,240000,4,1.5,1920,7973,1.0,0,0,3,8,1920,0,1955,0,98178,47.4961,-122.235,2020,8840
1804,11/7/2014,574000,3,2.0,2060,7000,1.0,0,0,4,9,2060,700,1988,0,98029,47.5644,-122.012,2110,7000
1805,11/3/2014,930000,4,4.25,5710,24663,2.0,0,0,3,11,5710,0,2007,0,98092,47.3065,-122.15799999999999,4060,23847
1806,7/14/2014,850000,4,3.0,2720,183823,2.0,0,0,3,8,2720,0,1975,2007,98053,47.6749,-122.00200000000001,2140,173804
1807,12/12/2014,415000,3,1.5,1490,7275,1.0,0,0,3,7,1090,400,1974,0,98034,47.7148,-122.213,1420,7330
1808,11/18/2014,480000,3,2.5,2360,9005,1.0,0,0,5,7,1340,1020,1929,0,98133,47.7076,-122.337,1520,9005
1809,7/21/2014,300000,5,1.0,1940,8875,1.0,0,0,3,7,1940,0,1957,0,98188,47.4407,-122.275,1380,8875
1810,7/8/2014,439000,4,2.25,2570,9503,2.0,0,0,3,8,2570,0,1980,0,98011,47.763999999999996,-122.167,1950,9600
1811,3/27/2015,450000,3,1.0,1160,36831,1.0,0,0,3,7,1160,0,1938,0,98028,47.7507,-122.23700000000001,1800,15640
1812,4/26/2015,589000,3,2.5,2660,206480,1.0,0,0,3,8,2660,0,1989,0,98024,47.6042,-121.956,2660,206736
1813,4/7/2015,477000,3,2.25,1260,3000,2.0,0,0,3,7,1260,0,2003,0,98029,47.5459,-121.99700000000001,1630,3023
1814,9/24/2014,587500,4,2.25,1780,6120,1.0,0,0,3,8,1310,470,1951,0,98115,47.6955,-122.287,1780,6120
1815,9/24/2014,1320000,4,2.25,3180,6105,2.0,0,0,3,10,3180,0,1905,0,98112,47.6255,-122.314,3180,6029
1816,9/11/2014,1430000,4,2.5,3380,27589,2.0,0,0,3,10,3380,0,1966,0,98004,47.6292,-122.225,3390,20075
1817,4/13/2015,700000,4,2.25,2690,15000,2.0,0,0,3,9,1890,800,1978,0,98074,47.611999999999995,-122.064,2670,15030
1818,6/23/2014,275000,2,1.0,1180,6552,1.0,0,0,4,6,1180,0,1949,0,98133,47.7477,-122.34200000000001,1070,7200
1819,6/24/2014,367500,3,1.0,1660,11783,1.0,0,0,4,7,1160,500,1978,0,98077,47.7563,-122.075,1320,10541
1820,5/5/2015,453250,4,2.5,2260,6300,2.0,0,0,3,7,2260,0,2001,0,98019,47.7235,-121.958,2300,6300
1821,4/17/2015,607000,5,1.75,1910,5428,1.0,0,0,3,8,1390,520,1954,0,98136,47.5333,-122.39200000000001,1820,5900
1822,7/2/2014,255000,4,2.0,2430,8960,1.0,0,0,3,7,1430,1000,1960,0,98178,47.4979,-122.23200000000001,2430,8960
1823,5/1/2015,501000,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.37299999999999,1160,5000
1824,3/31/2015,450000,3,1.0,1060,4650,1.0,0,0,3,7,910,150,1950,0,98116,47.5784,-122.39299999999999,1480,4750
1825,8/20/2014,360000,3,2.25,2200,8000,2.0,0,0,3,8,2200,0,1981,0,98055,47.4522,-122.208,2170,8000
1826,11/14/2014,460000,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,0,98116,47.5654,-122.384,1570,6100
1827,3/3/2015,753000,3,1.75,2360,8290,1.0,0,0,4,7,1180,1180,1950,0,98115,47.6738,-122.281,1880,7670
1828,5/6/2015,389950,2,1.0,820,4234,1.0,0,1,3,6,820,0,1951,0,98136,47.5294,-122.38600000000001,1550,4236
1829,5/6/2014,469000,2,1.0,1030,4400,1.0,0,0,3,7,1030,0,1924,0,98117,47.681000000000004,-122.361,1400,4200
1830,9/12/2014,550000,4,1.75,2030,5688,2.0,0,4,4,9,1730,300,1939,0,98146,47.5071,-122.387,2320,11107
1831,9/4/2014,565000,5,3.5,2700,11675,1.5,0,2,4,6,1950,750,1948,0,98133,47.7172,-122.34899999999999,2160,8114
1832,5/21/2014,189650,2,1.75,1100,7600,1.0,0,0,3,6,1100,0,1980,0,98198,47.4136,-122.318,1230,7350
1833,6/19/2014,1530000,4,3.25,3620,5131,2.0,0,3,4,11,2350,1270,1927,0,98119,47.6499,-122.37,2550,5174
1834,8/20/2014,260000,3,1.75,1340,8000,1.0,0,0,3,7,1340,0,1980,0,98038,47.3651,-122.044,1690,8000
1835,6/1/2014,243000,3,1.75,1790,12000,1.0,0,0,3,7,1040,750,1960,0,98198,47.3945,-122.31299999999999,1840,12000
1836,12/1/2014,1100000,4,2.5,3830,13800,1.0,0,4,4,9,2030,1800,1969,0,98006,47.5671,-122.15700000000001,3460,9875
1837,8/20/2014,249000,3,1.5,1580,7200,1.0,0,0,4,7,1080,500,1976,0,98092,47.2761,-122.152,1580,7470
1838,5/16/2014,720000,2,1.0,2020,7200,1.0,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200
1839,3/25/2015,905000,4,2.5,3330,9557,2.0,0,0,3,10,3330,0,1995,0,98006,47.5526,-122.102,3360,9755
1840,4/23/2015,824500,4,2.5,2610,3500,1.5,0,0,5,7,1610,1000,1927,0,98115,47.6848,-122.32600000000001,1820,3900
1841,6/24/2014,762500,4,2.75,2610,8760,1.0,0,0,4,8,1760,850,1978,0,98040,47.5875,-122.229,2550,10376
1842,4/13/2015,580000,3,2.5,1740,1280,3.0,0,2,3,8,1740,0,2008,0,98116,47.589,-122.387,1740,1308
1843,8/18/2014,380000,3,2.0,1840,8580,1.0,0,0,3,8,1840,0,1990,0,98058,47.4626,-122.132,2190,8580
1844,4/1/2015,805000,3,1.75,1080,3200,1.0,0,0,4,7,880,200,1926,0,98103,47.6503,-122.338,1780,5200
1845,7/16/2014,520000,4,1.75,1240,4532,1.5,0,0,4,7,1240,0,1944,0,98117,47.6892,-122.37799999999999,1260,4468
1846,2/3/2015,1570000,5,4.5,5620,5800,3.0,0,3,3,11,4700,920,1999,0,98199,47.6482,-122.412,2360,5800
1847,5/14/2014,175000,2,1.0,1170,8925,1.0,0,2,3,6,1170,0,1911,0,98198,47.4017,-122.321,1380,7440
1848,6/16/2014,353500,4,2.25,1760,9602,2.0,0,0,3,7,1760,0,1987,0,98058,47.4248,-122.15799999999999,1860,9656
1849,1/2/2015,500000,4,2.5,2230,26989,1.0,0,1,4,8,1400,830,1962,0,98166,47.4285,-122.345,2570,17702
1850,2/11/2015,386500,3,1.75,1520,7350,1.0,0,0,4,7,1140,380,1972,0,98034,47.7167,-122.17,1380,7350
1851,7/16/2014,210000,2,1.0,1450,4750,1.0,0,0,3,7,850,600,1950,0,98118,47.5293,-122.272,1190,5000
1852,4/23/2015,439500,3,2.5,1600,6510,1.0,0,0,3,7,940,700,1983,0,98155,47.7679,-122.30799999999999,1600,10507
1853,8/13/2014,315000,5,2.5,3220,5751,2.0,0,0,3,8,3220,0,2002,0,98042,47.3717,-122.104,2740,5500
1854,5/19/2014,339000,4,2.5,1830,8601,2.0,0,0,3,7,1830,0,2003,0,98038,47.3576,-122.016,1830,5184
1855,9/24/2014,655000,4,2.25,2200,9163,1.0,0,0,4,8,1430,770,1971,0,98006,47.5653,-122.146,2420,9163
1856,8/28/2014,740000,2,2.5,2170,8678,1.0,0,0,3,8,2170,0,2008,0,98053,47.7161,-122.014,2170,5890
1857,3/6/2015,685000,5,2.5,1900,7843,2.0,0,0,5,7,1900,0,1966,0,98008,47.6273,-122.12299999999999,1900,7350
1858,3/10/2015,550000,5,2.5,2960,9877,1.0,0,0,4,7,1480,1480,1960,0,98005,47.5866,-122.171,1900,9877
1859,6/2/2014,405000,2,1.75,1710,4234,2.0,0,0,3,7,1330,380,1920,1979,98136,47.5319,-122.38600000000001,1530,4556
1860,4/16/2015,765000,4,2.25,2620,17366,1.0,0,3,3,9,1430,1190,1984,0,98075,47.583999999999996,-122.07700000000001,2620,15335
1861,3/4/2015,625000,3,2.0,2140,3600,2.0,0,0,3,8,1680,460,1911,1997,98116,47.5846,-122.383,2340,5400
1862,10/6/2014,207000,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,98055,47.4787,-122.23,1340,12300
1863,3/12/2015,370000,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,98055,47.4787,-122.23,1340,12300
1864,12/2/2014,475000,3,2.5,1460,4961,1.0,0,0,4,8,1150,310,1988,0,98033,47.6955,-122.18299999999999,1550,5449
1865,8/29/2014,365000,2,1.0,990,8250,1.0,0,0,3,7,990,0,1955,0,98133,47.7252,-122.331,1080,8168
1866,12/22/2014,411800,4,2.25,2190,6800,1.0,0,0,5,7,1340,850,1969,0,98011,47.7367,-122.195,1560,7611
1867,7/21/2014,668000,5,3.5,3990,42436,2.0,0,0,3,9,2710,1280,2002,0,98027,47.46100000000001,-122.0,3030,41684
1868,9/11/2014,618000,3,2.5,2340,3630,2.0,0,0,3,9,2340,0,1998,0,98122,47.6059,-122.307,1820,5120
1869,12/26/2014,247500,4,2.0,2460,5921,1.0,0,0,4,7,1230,1230,1948,0,98002,47.308,-122.209,1260,6648
1870,7/30/2014,345000,5,3.0,2080,6150,1.0,0,0,3,7,1040,1040,1950,0,98116,47.5707,-122.39399999999999,1420,6150
1871,3/11/2015,616300,3,2.0,1700,8400,2.0,0,2,3,7,1700,0,1927,0,98033,47.6825,-122.19,1820,9000
1872,1/16/2015,348000,3,1.5,1330,6768,1.0,0,0,4,7,1330,0,1952,0,98155,47.7366,-122.319,1320,6910
1873,12/2/2014,425000,3,2.5,1630,10762,1.0,0,0,3,7,1630,0,1994,0,98011,47.7508,-122.175,1770,10762
1874,6/14/2014,850000,5,2.75,2920,11880,1.0,0,0,5,8,1660,1260,1968,0,98027,47.5133,-122.031,3910,14491
1875,7/17/2014,820000,5,2.75,2830,6137,2.0,0,0,3,9,2830,0,2010,0,98074,47.5932,-122.05799999999999,3170,6285
1876,1/13/2015,832000,4,2.25,3190,52953,2.0,0,0,4,10,3190,0,1980,0,98075,47.5933,-122.075,3190,51400
1877,12/3/2014,835000,3,1.75,1490,3840,2.0,0,0,3,8,1490,0,1984,2014,98033,47.6916,-122.214,3450,8500
1878,4/10/2015,350000,3,2.5,1630,3425,2.0,0,0,3,8,1630,0,1999,0,98059,47.4913,-122.154,1420,3425
1879,7/22/2014,349000,4,2.5,2280,4096,2.0,0,0,3,7,2280,0,2003,0,98056,47.4834,-122.182,2280,3600
1880,6/13/2014,1130000,6,3.75,3010,4360,2.0,0,0,3,9,2000,1010,2014,0,98103,47.6873,-122.333,1600,5160
1881,3/9/2015,320000,3,2.5,1590,3480,2.0,0,0,3,7,1590,0,2004,0,98056,47.4805,-122.178,1680,3480
1882,3/5/2015,150000,3,1.0,1250,7210,1.0,0,0,4,7,1250,0,1968,0,98031,47.4169,-122.16799999999999,1010,7210
1883,11/25/2014,340000,3,1.0,1710,10190,1.0,0,0,3,6,1310,400,1949,0,98168,47.506,-122.331,1200,6251
1884,10/13/2014,785500,4,4.0,3280,8448,2.0,0,0,3,10,3280,0,2007,0,98075,47.5818,-121.973,3730,8030
1885,2/17/2015,410500,4,2.5,3362,8601,2.0,0,0,3,8,3362,0,2004,0,98003,47.2592,-122.304,2770,8601
1886,7/1/2014,580000,3,2.5,2200,11000,2.0,0,2,3,9,2200,0,1978,0,98008,47.5916,-122.11200000000001,2200,12851
1887,4/21/2015,345000,2,1.5,830,920,2.0,0,0,3,7,830,0,2005,0,98144,47.5998,-122.306,830,1200
1888,9/29/2014,550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000
1889,10/21/2014,449500,4,3.0,2580,7299,2.0,0,0,3,8,2580,0,1998,0,98058,47.4646,-122.15,2250,6165
1890,6/24/2014,300000,3,1.0,2150,7007,1.0,0,0,3,6,2150,0,1954,0,98177,47.7615,-122.36200000000001,1720,9000
1891,11/11/2014,915000,4,2.5,3510,28052,2.0,0,0,3,10,3510,0,1988,0,98053,47.6671,-122.057,2890,28295
1892,1/27/2015,1580000,4,3.75,3810,9916,2.0,0,0,3,11,3810,0,1989,0,98040,47.5739,-122.234,3040,11250
1893,5/28/2014,599000,4,2.75,2020,2750,1.0,0,0,3,8,1010,1010,1917,2014,98122,47.6053,-122.291,1840,4000
1894,5/5/2014,755000,4,2.5,2120,10202,1.0,0,0,4,7,1620,500,1960,0,98005,47.5858,-122.17,1570,10762
1895,4/2/2015,400000,3,1.0,1250,7157,1.0,0,0,3,7,1250,0,1944,2010,98125,47.7323,-122.304,1300,6796
1896,3/30/2015,133000,3,1.0,980,9115,1.0,0,0,3,7,980,0,1968,0,98198,47.3737,-122.31200000000001,1470,8716
1897,1/16/2015,330000,4,1.5,1250,8400,1.0,0,0,3,7,960,290,1951,0,98155,47.7505,-122.315,1560,8400
1898,2/18/2015,330000,4,1.0,1100,5000,1.5,0,0,5,6,1100,0,1904,0,98055,47.4868,-122.204,1560,4838
1899,9/5/2014,375000,3,1.75,1330,9417,1.0,0,0,5,6,710,620,1936,0,98125,47.7231,-122.301,1690,7937
1900,12/11/2014,485000,4,2.75,2560,8956,1.0,0,0,4,7,1500,1060,1968,0,98034,47.7278,-122.177,2280,9234
1901,7/22/2014,470000,4,2.5,1850,11250,1.5,0,0,3,7,1210,640,1981,0,98074,47.6264,-122.06200000000001,1650,7623
1902,12/21/2014,1050000,4,3.0,2790,3600,2.0,0,0,3,8,1880,910,1905,2013,98119,47.6362,-122.363,1360,3600
1903,7/7/2014,548800,4,1.0,1660,4704,1.5,0,0,3,7,1260,400,1930,0,98115,47.6918,-122.32,1360,5413
1904,7/8/2014,315000,2,1.0,1080,2674,1.0,0,0,4,6,720,360,1919,0,98108,47.5595,-122.31700000000001,1250,5000
1905,9/19/2014,590000,3,2.0,3030,9374,1.0,0,1,4,7,2100,930,1959,0,98136,47.5289,-122.391,1990,6012
1906,5/23/2014,439950,4,2.5,2380,12067,2.0,0,0,3,7,2380,0,2002,0,98059,47.4873,-122.14399999999999,2330,8621
1907,6/3/2014,325000,3,1.75,2250,26337,1.0,0,0,3,8,2250,0,1980,0,98092,47.3032,-122.12299999999999,1830,26337
1908,12/8/2014,400000,2,1.0,880,5111,1.0,0,0,3,6,880,0,1931,0,98115,47.6997,-122.314,1370,5111
1909,12/11/2014,685000,4,2.5,2770,10051,2.0,0,0,3,10,2770,0,1987,0,98074,47.6288,-122.04299999999999,2730,10675
1910,9/18/2014,339950,3,2.0,1340,10200,1.5,0,0,3,7,1340,0,1953,0,98133,47.7756,-122.351,1420,10200
1911,10/23/2014,315000,3,1.75,1660,8160,1.0,0,0,4,7,1660,0,1951,0,98166,47.4608,-122.35799999999999,1490,8100
1912,2/11/2015,411753,3,2.5,1710,3795,2.0,0,0,3,7,1710,0,2009,0,98053,47.6968,-122.024,1600,3821
1913,8/28/2014,577000,2,1.75,1620,4879,1.0,0,0,3,7,1040,580,1924,2011,98116,47.5703,-122.385,1500,5000
1914,10/17/2014,500000,3,1.75,1530,8829,1.0,0,0,5,8,1530,0,1972,0,98006,47.545,-122.171,2060,9226
1915,12/2/2014,210000,3,2.0,1440,10111,1.0,0,0,3,7,1440,0,1963,0,98001,47.345,-122.28299999999999,1580,10200
1916,8/27/2014,640000,4,1.75,2020,16120,1.0,0,0,3,7,2020,0,1969,0,98010,47.3413,-122.04799999999999,1940,16350
1917,4/17/2015,460000,4,1.75,1870,8663,1.0,0,0,5,7,1870,0,1949,0,98133,47.7366,-122.35,1560,7800
1918,2/18/2015,265000,2,1.0,620,4760,1.0,0,0,3,6,620,0,1941,0,98126,47.5286,-122.376,620,4760
1919,5/14/2014,740000,5,5.0,5774,31675,1.0,0,2,3,11,4490,1284,1984,0,98003,47.3466,-122.323,3260,13200
1920,7/18/2014,230000,3,1.0,1240,6195,1.0,0,0,3,6,1240,0,1948,0,98028,47.7681,-122.266,1760,11080
1921,2/17/2015,315000,3,1.75,1890,10661,1.0,0,0,5,7,1460,430,1978,0,98038,47.3583,-122.056,1680,9604
1922,12/23/2014,432000,3,1.75,2410,51763,1.0,0,0,4,8,1410,1000,1981,0,98077,47.7429,-122.056,2410,49207
1923,2/3/2015,467000,3,2.5,1530,3984,2.0,0,0,3,8,1530,0,1995,0,98029,47.568999999999996,-122.007,1720,4005
1924,9/25/2014,255000,5,3.75,2800,9900,1.0,0,0,3,7,2800,0,1964,0,98023,47.318999999999996,-122.344,1700,13200
1925,4/8/2015,316500,3,1.75,1460,6360,1.0,0,2,3,7,1010,450,1979,0,98106,47.5311,-122.353,1400,4240
1926,4/3/2015,190000,4,2.0,1580,6250,1.0,0,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250
1927,5/16/2014,490000,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275
1928,4/17/2015,378000,4,1.75,1990,23200,1.0,0,0,4,7,1990,0,1976,0,98059,47.486000000000004,-122.12899999999999,1950,17040
1929,2/11/2015,598800,6,4.0,4470,17877,3.0,0,3,3,9,3230,1240,2013,0,98188,47.4514,-122.273,1790,18260
1930,9/2/2014,333800,5,3.0,1980,3868,1.0,0,0,3,7,1220,760,1990,0,98118,47.5173,-122.275,1970,3868
1931,5/29/2014,690000,4,2.5,2920,9904,2.0,0,0,4,9,2920,0,1990,0,98029,47.5759,-121.995,1810,5617
1932,10/21/2014,320000,4,1.75,1660,6200,1.0,0,0,4,6,830,830,1948,0,98108,47.56,-122.316,1780,5968
1933,4/14/2015,1250000,4,3.5,3190,6000,1.5,0,3,4,9,2410,780,1912,0,98144,47.5846,-122.29,2840,4000
1934,7/21/2014,335000,3,1.5,1560,9600,1.0,0,0,4,7,1560,0,1961,0,98033,47.6918,-122.163,1520,10000
1935,8/11/2014,840000,3,2.5,3050,33920,1.0,0,0,3,8,3050,0,2004,0,98052,47.7034,-122.072,1970,60984
1936,7/14/2014,608250,4,2.75,3030,21780,2.0,0,0,3,8,3030,0,1986,0,98166,47.4481,-122.338,3020,28027
1937,6/9/2014,550000,3,2.5,2260,4165,2.0,0,0,3,7,2260,0,2005,0,98075,47.5922,-122.008,2770,4566
1938,4/22/2015,240000,3,1.0,1260,7920,1.0,0,0,3,7,1260,0,1966,0,98003,47.3452,-122.30799999999999,1300,7920
1939,4/14/2015,998000,3,2.25,3370,11757,2.0,0,2,4,9,3370,0,1980,0,98006,47.5573,-122.16,2690,10500
1940,8/29/2014,275000,3,1.75,1490,8000,1.0,0,0,3,8,1490,0,1978,0,98030,47.3817,-122.166,1740,8165
1941,4/24/2015,284200,3,2.5,1570,9292,1.0,0,0,3,7,1110,460,1977,0,98001,47.3386,-122.272,1470,9222
1942,7/24/2014,1720000,4,3.75,4490,7623,2.0,0,0,4,10,3090,1400,1941,0,98112,47.6315,-122.29,3760,7653
1943,11/19/2014,2400000,4,3.75,4090,24825,2.0,0,0,4,11,3400,690,1926,0,98102,47.6338,-122.319,3910,11500
1944,9/5/2014,930800,5,2.5,4150,96574,2.0,0,0,3,10,4150,0,1988,0,98053,47.6664,-122.045,3320,40803
1945,7/29/2014,930000,4,3.0,2900,10400,1.0,0,3,5,8,1530,1370,1959,0,98008,47.5854,-122.11399999999999,2820,10400
1946,8/28/2014,215000,4,1.5,1430,8775,1.0,0,0,3,7,1030,400,1979,0,98023,47.3034,-122.383,1390,7800
1947,4/20/2015,480000,2,1.5,1008,26487,1.0,1,4,4,6,1008,0,1943,2002,98070,47.3853,-122.479,1132,24079
1948,5/20/2014,483945,2,1.75,1480,5120,1.0,0,0,4,6,840,640,1951,0,98116,47.558,-122.39200000000001,1090,5120
